respondent_id,region,area,sex,age,ethnicity,disability,education,employed,monthly_income_mdl
3996,North,rural,Male,33,Gagauz,No,Tertiary,0,
3997,Centre,urban,Female,56,Moldovan,Yes,Tertiary,1,31860
3998,Centre,rural,Female,48,Russian,No,Secondary,1,6390
3999,North,rural,Female,55,Moldovan,No,Secondary,1,8140
4000,North,Urban,Female,36,Moldovan,No,Vocational,1,6760
4001,Chișinău,urban,Male,62,Moldovan,No,Secondary,0,
4002,Chișinău,urban,Female,53,Bulgarian,No,Secondary,1,7070
4003,North,rural,Female,37,Romanian,No,Vocational,1,5540
4004,UTA Găgăuzia,Rural,Female,49,Moldovan,No,Vocational,1,6200
4005,North,urban,Male,26,Moldovan,No,Secondary,1,6340
4006,South,rural,Male,55,Moldovan,No,Tertiary,1,17700
4007,Chișinău,urban,Male,53,Moldovan,No,Secondary,1,12810
4008,North,rural,Female,40,Moldovan,No,Secondary,1,2730
4009,North,urban,Female,41,Moldovan,No,Secondary,1,4410
4010,Centre,rural,Male,38,Moldovan,No,Primary,0,
4011,North,rural,Male,37,Moldovan,No,Primary,0,
4012,Chișinău,urban,Female,38,Moldovan,No,Vocational,1,9550
4013,North,urban,Male,41,Russian,No,Primary,0,
4014,Chișinău,urban,Male,21,Moldovan,No,Secondary,0,
4015,South,urban,Female,53,Moldovan,No,Secondary,0,
4016,Centre,rural,Female,54,Moldovan,No,Secondary,1,6110
4017,Chișinău,rural,Female,45,Moldovan,No,Secondary,0,
4018,North,urban,Male,40,Moldovan,No,Tertiary,1,11000
4019,South,urban,Female,53,Romanian,No,Secondary,0,
4020,Chișinău,urban,Male,48,Moldovan,Yes,Secondary,1,11080
4021,Centre,rural,Male,55,Moldovan,No,Secondary,0,
4022,Centre,urban,Male,33,Ukrainian,No,Tertiary,1,10340
4023,North,rural,Male,48,Russian,No,Tertiary,1,10030
4024,Centre,rural,Male,33,Moldovan,No,Tertiary,1,8080
4025,Centre,urban,Female,45,Russian,No,Primary,0,
4026,South,urban,Male,45,Moldovan,Yes,Primary,0,
4027,North,rural,Male,54,Moldovan,Yes,Vocational,0,
4028,Chișinău,urban,Male,25,Moldovan,No,Vocational,1,19670
4029,Chișinău, urban,Female,41,Moldovan,No,Tertiary,1,13340
4030,Chișinău,urban,Female,57,Moldovan,No,Secondary,0,
4031,South,urban,Female,51,Moldovan,No,Secondary,1,7380
4032,UTA Găgăuzia,rural,Female,57,Moldovan,No,Primary,1,4760
4033,North, rural,Male,50,Moldovan,No,Secondary,0,
4034,Centre,rural,Male,18,Moldovan,No,Secondary,0,
4035,Centre,urban,Female,18,Ukrainian,No,Primary,0,
4036,Centre,rural,Male,30,Moldovan,No,Primary,0,
4037,North,rural,Female,20,Moldovan,No,Primary,1,4550
4038,Centre,urban,Female,37,Moldovan,No,Secondary,0,
4039,Chișinău,urban,Female,43,Moldovan,Yes,Primary,0,
4040,North,rural,Male,34,Russian,No,Vocational,1,8000
4041,South,RURAL,Male,46,Romanian,No,Tertiary,1,8080
4042,Centre,rural,Male,30,Gagauz,No,Vocational,1,
4043,Centre,urban,Male,51,Moldovan,No,Secondary,1,6410
4044,Chișinău,urban,Female,22,Russian,No,Secondary,1,8010
4045,Centre,rural,Female,26,Gagauz,No,Secondary,0,
4046,Centre,urban,Female,57,Moldovan,No,Secondary,0,
4047,North,urban,Male,57,Moldovan,No,Secondary,1,9350
4048,Chișinău,urban,Female,40,Russian,No,Secondary,1,9930
4049,Chișinău,urban,Male,40,Russian,Yes,Tertiary,0,
4050,Chișinău,rural,Female,24,Moldovan,No,Vocational,1,7490
4051,South,urban,Male,18,Moldovan,No,Secondary,0,
4052,South,urban,Female,70,Moldovan,No,Tertiary,0,
4053,South,rural,Female,34,Moldovan,No,Secondary,0,
4054,UTA Găgăuzia,rural,Female,59,Moldovan,No,Vocational,1,6790
4055,Chișinău,rural,Female,41,Moldovan,No,Vocational,1,9530
4056,Centre,rural,Female,18,Romanian,No,Vocational,1,5170
4057,North,urban,Male,22,Moldovan,No,Vocational,1,11860
4058,Chișinău,urban,Male,32,Moldovan,No,Secondary,0,
4059,Centre,urban,Male,52,Moldovan,No,Vocational,1,10580
4060,Chișinău,urban,Male,38,Moldovan,Yes,Tertiary,1,19140
4061,Chișinău,urban,Male,24,Ukrainian,No,Vocational,1,19360
4062,Centre,rural,Male,31,Moldovan,No,Tertiary,1,12420
4063,South,rural,Female,34,Moldovan,No,Primary,0,
4064,North,urban,Female,61,Moldovan,No,Secondary,1,7310
4065,Centre,rural,Male,46,Moldovan,No,Secondary,1,4590
4066,Chișinău,urban,Female,45,Russian,No,Vocational,0,
4067,North,rural,Male,27,Moldovan,No,Tertiary,1,8930
4068,North,urban,Male,42,Moldovan,No,Secondary,0,
4069,South,urban,Male,52,Romanian,No,Primary,1,4340
4070,Centre,rural,Male,36,Moldovan,No,Secondary,1,7090
4071,Centre,rural,Female,43,Ukrainian,No,Secondary,0,
4072,Centre,rural,Male,18,Romanian,No,Primary,1,4330
4073,Centre,rural,Male,35,Moldovan,No,Primary,1,5280
4074,North,rural,Female,58,Moldovan,No,Tertiary,1,8130
4075,North,RURAL,Male,55,Moldovan,No,Tertiary,1,6930
4076,Chișinău,urban,Male,62,Moldovan,No,Tertiary,1,20550
4077,Centre,rural,Female,50,Moldovan,Yes,Vocational,0,
4078,Centre,rural,Female,18,Moldovan,No,Secondary,1,5990
4079,South,rural,Female,39,Ukrainian,No,Primary,0,
4080,Chișinău,rural,Male,31,Moldovan,No,Vocational,1,11310
4081,Centre,rural,Female,41,Romanian,Yes,Secondary,1,4050
4082,Chișinău,urban,Male,33,Gagauz,No,Secondary,1,13460
4083,North,urban,Male,45,Moldovan,No,Secondary,1,9560
4084,Chișinău,urban,Female,32,Moldovan,No,Vocational,1,10470
4085,Chișinău,urban,Female,70,Moldovan,No,Secondary,0,
4086,North,Rural,Female,25,Moldovan,No,Secondary,1,6070
4087,UTA Găgăuzia,urban,Male,42,Moldovan,No,Secondary,0,
4088,Chișinău,urban,Male,36,Moldovan,No,Tertiary,1,15850
4089,Centre,rural,Female,56,Moldovan,No,Secondary,0,
4090,Chișinău,urban,Male,53,Moldovan,No,Vocational,1,11080
4091,Centre,rural,Male,35,Moldovan,No,Vocational,1,7210
4092,UTA Găgăuzia,rural,Female,46,Moldovan,No,Secondary,0,
4093,UTA Găgăuzia,rural,Female,32,Moldovan,No,Vocational,1,5700
4094,South,urban,Female,57,Moldovan,No,Primary,0,
4095,North,urban,Female,45,Moldovan,No,Vocational,1,6950
4096,Centre,RURAL,Male,40,Moldovan,Yes,Secondary,1,5260
4097,UTA Găgăuzia,urban,Female,45,Moldovan,No,Secondary,1,6690
4098,Chișinău,urban,Female,43,Moldovan,No,Secondary,0,
4099,Centre,rural,Male,18,Russian,No,Secondary,0,
4100,Centre,rural,Female,26,Moldovan,No,Vocational,0,
4101,North,urban,Female,50,Moldovan,No,Secondary,0,
4102,Centre,rural,Female,30,Moldovan,No,Secondary,1,6870
4103,North,urban,Male,36,Moldovan,No,Secondary,1,5860
4104,Centre,rural,Male,67,Moldovan,No,Vocational,1,7070
4105,UTA Găgăuzia,rural,Male,21,Moldovan,No,Vocational,1,4940
4106,North,urban,Male,41,Ukrainian,No,Tertiary,1,15960
4107,Chișinău,urban,Female,38,Moldovan,Yes,Vocational,1,14050
4108,South,urban,Female,37,Roma,No,Primary,0,
4109,UTA Găgăuzia,Rural,Male,18,Moldovan,No,Primary,0,
4110,UTA Găgăuzia,urban,Male,52,Moldovan,No,Primary,1,6080
4111,Centre,urban,Male,60,Moldovan,No,Vocational,1,7880
4112,Centre,rural,Female,65,Gagauz,No,Secondary,0,
4113,South,urban,Female,55,Moldovan,No,Secondary,1,2640
4114,Chișinău,urban,Male,26,Russian,No,Tertiary,0,
4115,North,urban,Female,42,Moldovan,No,Primary,0,
4116,South,urban,Male,48,Bulgarian,No,Primary,0,
4117,South,urban,Female,29,Moldovan,Yes,Secondary,0,
4118,UTA Găgăuzia,urban,Male,39,Moldovan,No,Vocational,1,6810
4119,North,rural,Female,19,Moldovan,No,Vocational,0,
4120,South,rural,Male,37,Moldovan,No,Secondary,0,
4121,South,urban,Female,55,Moldovan,No,Primary,0,
4122,South,urban,Female,44,Bulgarian,No,Vocational,1,8000
4123,Chișinău,urban,Male,48,Moldovan,No,Vocational,1,9370
4124,UTA Găgăuzia,urban,Male,49,Moldovan,No,Vocational,0,
4125,Chișinău,urban,Male,42,Moldovan,No,Tertiary,1,20090
4126,Centre,urban,Male,48,Moldovan,No,Secondary,1,11440
4127,South,rural,Female,47,Moldovan,No,Secondary,1,3910
4128,North,urban,Male,46,Moldovan,No,Primary,0,
4129,Centre,rural,Female,32,Bulgarian,No,Primary,0,
4130,Centre,urban,Male,42,Moldovan,Yes,Tertiary,0,
4131,Chișinău,rural,Female,70,Moldovan,No,Secondary,1,11480
4132,South,urban,Female,18,Moldovan,No,Secondary,0,
4133,Chișinău,urban,Male,18,Romanian,Yes,Vocational,0,
4134,North,rural,Male,24,Moldovan,No,Secondary,0,
4135,Centre,urban,Male,50,Moldovan,No,Secondary,0,
4136,Centre,urban,Male,50,Ukrainian,No,Tertiary,0,
4137,South,rural,Female,34,Moldovan,No,Tertiary,1,8290
4138,Chișinău, urban,Female,31,Moldovan,No,Vocational,1,7230
4139,Chișinău,urban,Male,43,Moldovan,No,Secondary,1,10690
4140,North,urban,Male,70,Gagauz,No,Secondary,0,
4141,Centre,urban,Female,63,Moldovan,No,Vocational,1,10570
4142,Chișinău,urban,Male,52,Moldovan,No,Tertiary,1,22590
4143,Chișinău,urban,Male,41,Moldovan,No,Vocational,1,10880
4144,Centre,urban,Male,55,Moldovan,No,Secondary,1,6760
4145,North, urban,Female,42,Ukrainian,No,Tertiary,0,
4146,North,urban,Female,57,Moldovan,No,Tertiary,1,14950
4147,North,rural,Female,50,Moldovan,No,Vocational,0,
4148,North,rural,Male,36,Moldovan,No,Tertiary,1,10760
4149,South,rural,Female,41,Roma,No,Secondary,0,
4150,Centre,rural,Female,45,Moldovan,No,Primary,0,
4151,Centre,urban,Female,27,Roma,No,Vocational,0,
4152,Chișinău,urban,Female,36,Romanian,No,Secondary,0,
4153,Chișinău,rural,Male,19,Moldovan,No,Secondary,1,
4154,Centre,urban,Female,25,Gagauz,No,Vocational,0,
4155,North,rural,Female,28,Moldovan,Yes,Vocational,0,
4156,South,rural,Male,49,Moldovan,Yes,Secondary,0,
4157,North,urban,Male,26,Gagauz,No,Secondary,0,
4158,Centre,urban,Female,49,Moldovan,No,Vocational,1,6120
4159,Chișinău,rural,Female,26,Moldovan,No,Secondary,0,
4160,Centre,rural,Male,36,Ukrainian,No,Secondary,1,3820
4161,Chișinău,urban,Female,30,Moldovan,No,Secondary,0,
4162,South, urban,Male,38,Moldovan,No,Secondary,1,4730
4163,South,urban,Female,70,Moldovan,No,Tertiary,1,10700
4164,North,rural,Female,43,Moldovan,No,Secondary,1,5720
4165,Chișinău,urban,Female,48,Moldovan,Yes,Secondary,0,
4166,South,urban,Female,51,Romanian,No,Vocational,1,4460
4167,North,urban,Female,32,Moldovan,No,Secondary,0,
4168,North,rural,Female,31,Moldovan,No,Vocational,1,6810
4169,North,rural,Male,55,Moldovan,No,Secondary,1,5030
4170,Centre,rural,Male,44,Ukrainian,No,Tertiary,0,
4171,Chișinău,urban,Female,70,Moldovan,No,Vocational,1,10580
4172,North,urban,Female,50,Roma,No,Tertiary,1,7380
4173,North,Rural,Male,48,Moldovan,No,Secondary,0,
4174,Chișinău,urban,Male,50,Moldovan,No,Vocational,1,14850
4175,Centre,urban,Female,38,Moldovan,No,Secondary,1,6620
4176,Centre,urban,Female,47,Moldovan,No,Secondary,0,
4177,Centre,rural,Female,55,Moldovan,No,Secondary,1,4920
4178,South,rural,Male,30,Romanian,No,Vocational,1,6630
4179,North,urban,Female,52,Russian,No,Secondary,1,5280
4180,Centre,urban,Female,46,Moldovan,No,Vocational,1,15670
4181,Centre,rural,Male,51,Moldovan,No,Tertiary,1,6630
4182,North,urban,Male,39,Moldovan,No,Secondary,1,8090
4183,North,rural,Female,32,Moldovan,No,Secondary,0,
4184,South,urban,Male,51,Russian,Yes,Secondary,1,5480
4185,South,urban,Female,28,Romanian,No,Primary,1,4310
4186,Centre,urban,Female,48,Moldovan,No,Vocational,1,8800
4187,Centre,rural,Male,51,Moldovan,No,Secondary,0,
4188,South,urban,Male,60,Moldovan,No,Vocational,0,
4189,Chișinău,urban,Female,52,Ukrainian,No,Primary,1,6830
4190,Centre,rural,Male,37,Moldovan,No,Vocational,1,8780
4191,UTA Găgăuzia,rural,Female,50,Romanian,No,Vocational,0,
4192,UTA Găgăuzia,urban,Male,18,Moldovan,No,Secondary,1,5330
4193,Centre,urban,Female,68,Moldovan,No,Vocational,1,7300
4194,South,Urban,Female,42,Moldovan,No,Tertiary,1,12060
4195,North,rural,Male,46,Moldovan,No,Secondary,1,7180
4196,North,RURAL,Male,53,Moldovan,No,Tertiary,1,
4197,Centre,rural,Male,46,Moldovan,Yes,Vocational,1,7460
4198,North,urban,Male,31,Moldovan,No,Primary,0,
4199,North,rural,Male,36,Moldovan,No,Secondary,1,7400
4200,Centre,urban,Female,28,Ukrainian,No,Tertiary,1,8060
4201,South,urban,Male,46,Romanian,No,Tertiary,1,9090
4202,North,urban,Female,40,Moldovan,No,Secondary,1,6780
4203,North,urban,Male,34,Moldovan,No,Tertiary,1,11520
4204,Chișinău,urban,Female,65,Moldovan,No,Secondary,1,9220
4205,South,urban,Male,57,Moldovan,No,Vocational,1,6480
4206,Chișinău,urban,Male,68,Romanian,No,Tertiary,0,
4207,South,rural,Male,35,Roma,No,Vocational,0,
4208,Centre,rural,Male,70,Moldovan,No,Tertiary,0,
4209,North,rural,Female,39,Ukrainian,No,Vocational,1,4530
4210,Chișinău,urban,Male,18,Moldovan,No,Primary,1,10810
4211,North,rural,Female,43,Moldovan,No,Secondary,1,6720
4212,Chișinău,urban,Male,51,Gagauz,No,Secondary,1,14690
4213,Centre,urban,Male,55,Moldovan,No,Tertiary,0,
4214,North,rural,Female,35,Ukrainian,No,Secondary,0,
4215,Centre,urban,Male,45,Moldovan,No,Secondary,1,7450
4216,North,urban,Male,40,Moldovan,No,Secondary,1,4650
4217,Centre,urban,Female,28,Moldovan,No,Vocational,0,
4218,Chișinău,urban,Male,20,Moldovan,Yes,Vocational,1,12860
4219,Centre,rural,Male,52,Moldovan,No,Secondary,0,
4220,Chișinău,urban,Female,56,Moldovan,No,Tertiary,1,17150
4221,South,urban,Female,37,Moldovan,No,Tertiary,1,5750
4222,Centre,urban,Female,47,Russian,No,Secondary,1,
4223,Chișinău,urban,Female,63,Moldovan,No,Secondary,0,
4224,North,rural,Male,23,Moldovan,No,Vocational,1,
4225,Centre,urban,Female,32,Moldovan,No,Vocational,0,
4226,Chișinău,urban,Female,53,Moldovan,No,Vocational,1,14680
4227,Centre,rural,Female,31,Moldovan,No,Vocational,1,6920
4228,North,urban,Female,43,Moldovan,No,Secondary,1,6710
4229,North,rural,Female,49,Moldovan,No,Tertiary,1,10240
4230,Chișinău,RURAL,Female,35,Moldovan,No,Secondary,0,
4231,North,urban,Female,68,Moldovan,No,Secondary,1,7250
4232,North,rural,Female,70,Moldovan,Yes,Secondary,0,
4233,Centre,urban,Male,70,Moldovan,No,Secondary,0,
4234,Chișinău,urban,Female,18,Moldovan,No,Secondary,1,14040
4235,Chișinău,urban,Female,60,Roma,No,Secondary,1,4950
4236,UTA Găgăuzia,Urban,Male,40,Romanian,No,Tertiary,1,11250
4237,UTA Găgăuzia,urban,Female,52,Moldovan,No,Tertiary,0,
4238,Centre,urban,Female,28,Moldovan,No,Vocational,0,
4239,UTA Găgăuzia,urban,Male,26,Romanian,No,Vocational,1,7070
4240,South,urban,Female,53,Moldovan,No,Secondary,1,4400
4241,Centre,rural,Female,43,Russian,No,Vocational,0,
4242,Chișinău,urban,Female,18,Moldovan,No,Vocational,1,10520
4243,North,urban,Female,66,Romanian,No,Secondary,0,
4244,Centre,rural,Male,62,Moldovan,No,Secondary,1,7880
4245,UTA Găgăuzia, urban,Male,40,Moldovan,No,Secondary,0,
4246,Centre,urban,Female,29,Moldovan,No,Secondary,1,9930
4247,UTA Găgăuzia,urban,Female,38,Moldovan,No,Tertiary,1,11220
4248,UTA Găgăuzia,RURAL,Female,22,Bulgarian,No,Vocational,0,
4249,Chișinău,urban,Male,18,Moldovan,No,Secondary,1,4890
4250,Centre,rural,Female,40,Roma,Yes,Vocational,0,
4251,Centre,rural,Female,34,Moldovan,No,Vocational,1,
4252,Centre,urban,Female,37,Moldovan,No,Vocational,1,8320
4253,Chișinău,urban,Male,40,Moldovan,No,Secondary,1,14830
4254,North,urban,Male,21,Moldovan,No,Primary,0,
4255,Centre,rural,Female,30,Moldovan,No,Secondary,1,7250
4256,South,urban,Male,45,Ukrainian,No,Vocational,0,
4257,Centre,urban,Female,50,Gagauz,No,Primary,0,
4258,South,RURAL,Male,42,Moldovan,No,Tertiary,1,5530
4259,Chișinău,urban,Female,55,Russian,No,Vocational,1,13610
4260,Centre,rural,Female,39,Moldovan,No,Secondary,1,5860
4261,UTA Găgăuzia,rural,Male,58,Moldovan,No,Secondary,1,4750
4262,Centre,rural,Male,50,Moldovan,Yes,Secondary,0,
4263,Chișinău,urban,Male,48,Moldovan,No,Secondary,1,11420
4264,Chișinău,urban,Female,47,Moldovan,No,Secondary,0,
4265,Chișinău,rural,Male,45,Moldovan,No,Secondary,1,13380
4266,North,urban,Female,45,Moldovan,No,Primary,1,4920
4267,South,urban,Male,38,Moldovan,No,Vocational,1,7710
4268,North,urban,Female,43,Moldovan,No,Tertiary,1,9430
4269,South,rural,Female,28,Moldovan,No,Secondary,1,8650
4270,Centre, urban,Female,56,Moldovan,No,Secondary,0,
4271,South,rural,Male,28,,No,Vocational,1,4330
4272,North,urban,Male,28,Russian,No,Tertiary,1,9140
4273,UTA Găgăuzia,urban,Female,38,Moldovan,No,Secondary,1,5450
4274,Centre,rural,Female,36,Moldovan,No,Tertiary,1,8220
4275,Centre,rural,Male,40,Moldovan,No,Secondary,0,
4276,South,urban,Female,59,Moldovan,No,Vocational,1,8280
4277,Centre,urban,Male,70,Moldovan,No,Primary,1,10240
4278,Centre,rural,Female,48,Romanian,No,Secondary,0,
4279,South,urban,Male,40,Moldovan,No,Secondary,0,
4280,Centre,rural,Female,60,Ukrainian,No,Tertiary,1,17100
4281,Centre,urban,Male,23,Moldovan,No,Secondary,1,
4282,UTA Găgăuzia,rural,Male,39,Moldovan,No,Secondary,1,4960
4283,South,urban,Male,58,Roma,No,Primary,0,
4284,North,urban,Female,48,Moldovan,No,Vocational,1,7370
4285,Centre,rural,Female,42,Moldovan,Yes,Secondary,1,5080
4286,North,urban,Male,32,Moldovan,No,Primary,1,4230
4287,South,urban,Male,44,Moldovan,No,Tertiary,1,9680
4288,Centre,urban,Male,45,Moldovan,No,Vocational,0,
4289,Chișinău,urban,Female,49,Gagauz,No,Tertiary,1,13060
4290,Centre,rural,Female,59,Moldovan,No,Vocational,1,5880
4291,Chișinău,urban,Male,26,Moldovan,No,Tertiary,1,23760
4292,Centre,rural,Female,51,Romanian,No,Secondary,1,5830
4293,Chișinău,urban,Female,54,Moldovan,No,Primary,0,
4294,Centre,rural,Male,50,Gagauz,No,Primary,0,
4295,North,urban,Female,62,Moldovan,No,Primary,0,
4296,UTA Găgăuzia,rural,Female,51,Moldovan,No,Tertiary,0,
4297,North,urban,Female,32,Moldovan,No,Tertiary,0,
4298,North,urban,Male,19,Moldovan,No,Secondary,1,7890
4299,Centre,urban,Female,54,Moldovan,No,Tertiary,1,11390
4300,Chișinău,urban,Male,43,Moldovan,No,Secondary,1,10450
4301,North,urban,Female,51,Moldovan,No,Vocational,0,
4302,Centre,urban,Male,34,Moldovan,No,Secondary,0,
4303,Chișinău,urban,Male,46,Moldovan,No,Secondary,1,17220
4304,Chișinău,urban,Male,57,Moldovan,No,Tertiary,1,14970
4305,Chișinău,urban,Male,44,Moldovan,No,Secondary,1,10450
4306,South,rural,Female,49,Ukrainian,No,Tertiary,1,4370
4307,Centre,urban,Female,59,Moldovan,No,Vocational,1,9440
4308,Centre,rural,Female,59,Moldovan,No,Primary,1,3000
4309,Chișinău,urban,Male,49,Moldovan,No,Vocational,0,
4310,North,rural,Female,48,Moldovan,No,Secondary,1,5750
4311,South,rural,Female,47,Moldovan,No,Tertiary,1,6780
4312,South,urban,Female,39,Bulgarian,No,Secondary,0,
4313,South,rural,Male,69,Romanian,No,Tertiary,0,
4314,Centre,urban,Male,27,Moldovan,Yes,Tertiary,0,
4315,Centre,urban,Female,37,Moldovan,No,Vocational,1,9040
4316,North,urban,Male,38,Moldovan,No,Vocational,1,10090
4317,South,rural,Female,18,Russian,No,Secondary,0,
4318,North,rural,Male,62,Moldovan,No,Primary,1,5360
4319,Chișinău,urban,Female,54,Roma,No,Tertiary,1,7910
4320,North,urban,Male,51,Moldovan,No,Tertiary,1,6840
4321,North,rural,Male,25,Moldovan,No,Primary,0,
4322,Chișinău,urban,Male,34,Moldovan,No,Vocational,1,10460
4323,North,urban,Male,29,Moldovan,No,Secondary,1,8240
4324,South,rural,Male,54,Moldovan,No,Tertiary,1,8730
4325,Centre,urban,Female,27,Moldovan,No,Secondary,1,9920
4326,Chișinău,rural,Male,64,Moldovan,No,Vocational,1,12190
4327,Chișinău,urban,Male,36,Romanian,No,Vocational,1,14350
4328,Centre,urban,Male,55,Ukrainian,No,Secondary,1,6030
4329,Chișinău,urban,Male,36,Gagauz,No,Secondary,1,12720
4330,Centre,rural,Female,43,Moldovan,No,Vocational,1,6790
4331,Centre,urban,Female,29,Bulgarian,No,Vocational,0,
4332,Centre,urban,Male,50,Russian,No,Secondary,1,11130
4333,North,rural,Male,53,Moldovan,No,Vocational,1,8220
4334,Chișinău,urban,Male,55,Moldovan,No,Secondary,0,
4335,North,urban,Female,28,Moldovan,No,Vocational,1,5990
4336,South,urban,Male,42,Moldovan,No,Secondary,1,6120
4337,North,rural,Female,43,Moldovan,No,Secondary,0,
4338,UTA Găgăuzia,rural,Female,21,Moldovan,No,Tertiary,0,
4339,Chișinău,urban,Male,48,Moldovan,Yes,Vocational,1,13530
4340,Chișinău,urban,Female,21,Moldovan,No,Primary,0,
4341,Chișinău,urban,Female,45,Romanian,No,Tertiary,1,19140
4342,North, urban,Male,57,Romanian,No,Secondary,0,
4343,South,rural,Female,18,Moldovan,No,Vocational,0,
4344,North,RURAL,Male,38,Moldovan,No,Primary,1,3880
4345,North,URBAN,Male,30,Moldovan,No,Secondary,1,6690
4346,North,urban,Male,18,Moldovan,Yes,Primary,0,
4347,South,rural,Female,35,Moldovan,No,Tertiary,1,4700
4348,Chișinău,urban,Male,34,Gagauz,No,Tertiary,1,16310
4349,North,rural,Female,58,Moldovan,No,Primary,0,
4350,Chișinău,urban,Female,32,Moldovan,No,Secondary,1,8430
4351,Centre,urban,Female,51,Romanian,No,Vocational,1,7210
4352,Centre,urban,Male,27,Roma,No,Vocational,0,
4353,North,rural,Male,25,Moldovan,No,Tertiary,1,9130
4354,Chișinău, urban,Female,18,Russian,No,Secondary,1,11780
4355,Centre,urban,Female,23,Moldovan,No,Primary,0,
4356,Chișinău,urban,Female,18,Moldovan,Yes,Primary,0,
4357,Centre,urban,Female,64,Moldovan,No,Tertiary,0,
4358,Centre,urban,Female,40,Moldovan,No,Tertiary,1,9440
4359,Chișinău,urban,Male,42,Gagauz,No,Primary,1,5380
4360,South,rural,Female,62,Moldovan,No,Primary,0,
4361,North,urban,Male,60,Moldovan,No,Secondary,0,
4362,South,rural,Female,25,Moldovan,No,Primary,0,
4363,Centre,urban,Female,38,Moldovan,No,Secondary,0,
4364,Chișinău,urban,Male,18,Russian,No,Vocational,1,12670
4365,South,Urban,Male,35,Moldovan,No,Vocational,1,6280
4366,Centre,urban,Male,35,Ukrainian,No,Tertiary,1,11970
4367,South,rural,Male,70,Moldovan,No,Secondary,0,
4368,Chișinău,urban,Male,56,Romanian,No,Tertiary,1,
4369,UTA Găgăuzia,rural,Male,37,Roma,No,Secondary,1,3530
4370,Centre,rural,Female,18,Moldovan,No,Vocational,0,
4371,South,rural,Female,19,Moldovan,No,Vocational,0,
4372,UTA Găgăuzia,rural,Male,54,Bulgarian,No,Primary,1,5600
4373,Centre,rural,Female,46,Moldovan,No,Secondary,0,
4374,Centre,urban,Female,43,Moldovan,No,Secondary,0,
4375,Centre,urban,Male,55,Moldovan,No,Vocational,1,4330
4376,Centre,urban,Female,60,Moldovan,No,Tertiary,1,11170
4377,North,urban,Female,70,Moldovan,No,Secondary,0,
4378,Centre,urban,Male,25,Moldovan,No,Secondary,1,8990
4379,South,rural,Male,47,Moldovan,No,Tertiary,1,9450
4380,North,urban,Male,43,Moldovan,No,Tertiary,1,9490
4381,UTA Găgăuzia,rural,Female,56,Romanian,No,Secondary,1,4950
4382,Chișinău,urban,Female,30,Moldovan,No,Tertiary,1,30220
4383,Chișinău,urban,Male,49,Gagauz,No,Secondary,1,10430
4384,South,urban,Male,24,Moldovan,No,Secondary,1,8390
4385,UTA Găgăuzia,urban,Female,39,Moldovan,No,Tertiary,1,12930
4386,Chișinău,urban,Male,60,Moldovan,No,Secondary,1,12410
4387,Chișinău,urban,Male,51,Moldovan,No,Primary,0,
4388,Centre,rural,Male,62,Moldovan,Yes,Secondary,0,
4389,UTA Găgăuzia,urban,Female,48,Moldovan,No,Tertiary,1,10570
4390,North,urban,Female,18,Gagauz,No,Secondary,1,5100
4391,Chișinău,urban,Female,57,Gagauz,No,Primary,1,8510
4392,North, rural,Female,18,Roma,No,Vocational,0,
4393,Chișinău,urban,Female,22,Moldovan,No,Secondary,0,
4394,North,urban,Male,35,Moldovan,No,Tertiary,1,9670
4395,Chișinău, urban,Male,70,Moldovan,No,Tertiary,0,
4396,Centre,urban,Male,25,Moldovan,No,Secondary,1,5170
4397,Centre,urban,Male,42,Moldovan,No,Vocational,1,7870
4398,Centre,Rural,Male,33,Gagauz,No,Tertiary,0,
4399,UTA Găgăuzia,urban,Male,52,Ukrainian,No,Vocational,1,10450
4400,South,urban,Female,18,Roma,No,Secondary,0,
4401,Centre,rural,Female,22,Moldovan,No,Tertiary,0,
4402,North,urban,Female,28,Moldovan,No,Tertiary,1,9480
4403,Centre,urban,Female,36,Moldovan,No,Tertiary,0,
4404,North,urban,Male,46,Moldovan,No,Secondary,0,
4405,North,rural,Male,60,Moldovan,No,Vocational,1,9690
4406,Centre,rural,Female,38,Moldovan,No,Tertiary,1,10730
4407,Chișinău,urban,Male,63,Moldovan,No,Vocational,0,
4408,Chișinău,urban,Male,25,Moldovan,No,Vocational,0,
4409,Chișinău,rural,Male,35,Moldovan,No,Vocational,1,10810
4410,Centre,Rural,Male,28,Moldovan,No,Primary,0,
4411,Chișinău,urban,Male,40,Moldovan,No,Tertiary,1,19010
4412,North,urban,Female,60,Moldovan,No,Tertiary,0,
4413,North,urban,Female,39,Moldovan,No,Tertiary,1,9130
4414,North,urban,Female,46,Gagauz,No,Secondary,0,
4415,Centre,urban,Female,55,Moldovan,No,Vocational,1,6870
4416,Centre,rural,Male,30,Romanian,No,Primary,0,
4417,North,rural,Female,32,Ukrainian,Yes,Secondary,0,
4418,North,rural,Female,48,Moldovan,No,Vocational,1,6490
4419,South,urban,Male,40,Moldovan,No,Vocational,1,7110
4420,North,urban,Female,36,Moldovan,No,Vocational,1,9720
4421,Chișinău,Urban,Male,25,Moldovan,No,Secondary,1,9640
4422,Centre,urban,Male,38,Moldovan,No,Vocational,0,
4423,North,urban,Male,70,Moldovan,No,Secondary,1,4430
4424,Chișinău,rural,Female,42,Moldovan,No,Primary,1,4390
